Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/analyze,20,20,19025.806299999203,19039.43019999997,19025.806299999203,19133.551899999475,127.0,0.4438731306123089,0.4438731306123089,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
POST,/api/v1/auth/login,10,0,69,75.0637100001768,61.17850000009639,96.57800000059069,521.0,0.22193656530615444,0.0,69,84,86,90,97,97,97,97,97,97,97
,Aggregated,30,20,19000,12717.974703333373,61.17850000009639,19133.551899999475,258.3333333333333,0.6658096959184633,0.4438731306123089,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
